Date,Close,Volume
2022-01-01,41.93000030517578,13746900
2022-01-02,41.93000030517578,13746900
2022-01-03,43.95000076293945,26089000
2022-01-04,44.41999816894531,30845300
2022-01-05,43.2400016784668,28498700
2022-01-06,42.029998779296875,32434300
2022-01-07,41.5099983215332,24875800
2022-01-08,41.5099983215332,24875800
2022-01-09,41.5099983215332,24875800
2022-01-10,42.599998474121094,29783800
2022-01-11,43.619998931884766,22161000
2022-01-12,43.040000915527344,18993900
2022-01-13,42.869998931884766,17190100
2022-01-14,41.5099983215332,25817800
2022-01-15,41.5099983215332,25817800
2022-01-16,41.5099983215332,25817800
2022-01-17,41.5099983215332,25817800
2022-01-18,38.40999984741211,36873700
2022-01-19,37.86000061035156,35552500
2022-01-20,37.81999969482422,21720100
2022-01-21,35.939998626708984,41836800
2022-01-22,35.939998626708984,41836800
2022-01-23,35.939998626708984,41836800
2022-01-24,36.279998779296875,49261600
2022-01-25,34.81999969482422,29577000
2022-01-26,34.79999923706055,29495900
2022-01-27,34.09000015258789,26086700
2022-01-28,35.209999084472656,28007100
2022-01-29,35.209999084472656,28007100
2022-01-30,35.209999084472656,28007100
2022-01-31,37.400001525878906,22899300
2022-02-01,38.61000061035156,19669900
2022-02-02,37.16999816894531,19591100
2022-02-03,34.540000915527344,32192100
2022-02-04,37.04999923706055,33082100
2022-02-05,37.04999923706055,33082100
2022-02-06,37.04999923706055,33082100
2022-02-07,37.540000915527344,30303200
2022-02-08,38.34000015258789,25857600
2022-02-09,40.189998626708984,52614100
2022-02-10,37.75,113915000
2022-02-11,35.290000915527344,72568400
2022-02-12,35.290000915527344,72568400
2022-02-13,35.290000915527344,72568400
2022-02-14,34.59000015258789,44556700
2022-02-15,37.09000015258789,38183500
2022-02-16,36.58000183105469,33165900
2022-02-17,35.709999084472656,28432100
2022-02-18,34.68000030517578,28199900
2022-02-19,34.68000030517578,28199900
2022-02-20,34.68000030517578,28199900
2022-02-21,34.68000030517578,28199900
2022-02-22,33.68000030517578,28731300
2022-02-23,32.38999938964844,27254800
2022-02-24,34.869998931884766,42978100
2022-02-25,34.97999954223633,23691500
2022-02-26,34.97999954223633,23691500
2022-02-27,34.97999954223633,23691500
2022-02-28,36.029998779296875,44865200
2022-03-01,33.88999938964844,31436200
2022-03-02,34.040000915527344,26112500
2022-03-03,31.719999313354492,38337600
2022-03-04,29.829999923706055,52098700
2022-03-05,29.829999923706055,52098700
2022-03-06,29.829999923706055,52098700
2022-03-07,28.56999969482422,60265800
2022-03-08,30.739999771118164,55014700
2022-03-09,31.5,33734500
2022-03-10,30.40999984741211,30785900
2022-03-11,30.760000228881836,29454700
2022-03-12,30.760000228881836,29454700
2022-03-13,30.760000228881836,29454700
2022-03-14,29.270000457763672,41897400
2022-03-15,29.799999237060547,33060500
2022-03-16,32.61000061035156,34688800
2022-03-17,32.849998474121094,27278600
2022-03-18,33.36000061035156,35827800
2022-03-19,33.36000061035156,35827800
2022-03-20,33.36000061035156,35827800
2022-03-21,31.979999542236328,35200600
2022-03-22,33.349998474121094,21852800
2022-03-23,33.060001373291016,19024700
2022-03-24,34.70000076293945,52533600
2022-03-25,34.060001373291016,28078800
2022-03-26,34.060001373291016,28078800
2022-03-27,34.060001373291016,28078800
2022-03-28,34.77000045776367,22175200
2022-03-29,37.189998626708984,37969000
2022-03-30,36.58000183105469,22306500
2022-03-31,35.68000030517578,20608700
2022-04-01,35.97999954223633,16793300
2022-04-02,35.97999954223633,16793300
2022-04-03,35.97999954223633,16793300
2022-04-04,36.5099983215332,20217800
2022-04-05,34.959999084472656,20984200
2022-04-06,33.40999984741211,28854800
2022-04-07,32.27000045776367,34581000
2022-04-08,32.04999923706055,17991000
2022-04-09,32.04999923706055,17991000
2022-04-10,32.04999923706055,17991000
2022-04-11,32.040000915527344,19680300
2022-04-12,31.989999771118164,32619800
2022-04-13,32.630001068115234,20186400
2022-04-14,32.68000030517578,18763000
2022-04-15,32.68000030517578,18763000
2022-04-16,32.68000030517578,18763000
2022-04-17,32.68000030517578,18763000
2022-04-18,31.790000915527344,24413800
2022-04-19,33.79999923706055,23319600
2022-04-20,33.209999084472656,21330500
2022-04-21,31.68000030517578,32937100
2022-04-22,30.829999923706055,22748900
2022-04-23,30.829999923706055,22748900
2022-04-24,30.829999923706055,22748900
2022-04-25,32.439998626708984,29416300
2022-04-26,31.329999923706055,26981900
2022-04-27,30.68000030517578,30762600
2022-04-28,32.81999969482422,30251600
2022-04-29,31.479999542236328,24948600
2022-04-30,31.479999542236328,24948600
2022-05-01,31.479999542236328,24948600
2022-05-02,30.389999389648438,45651000
