date,uber stock
2022-05-26,86
2022-05-27,69
2022-05-28,31
2022-05-29,26
2022-05-30,23
2022-05-31,73
2022-06-01,72
2022-06-02,68
2022-06-03,73
2022-06-04,23
2022-06-05,16
2022-06-06,68
2022-06-07,79
2022-06-08,78
2022-06-09,75
2022-06-10,77
2022-06-11,27
2022-06-12,30
2022-06-13,95
2022-06-14,100
2022-06-15,91
2022-06-16,91
2022-06-17,74
2022-06-18,23
2022-06-19,16
2022-06-20,30
2022-06-21,82
2022-06-22,64
2022-06-23,51
2022-06-24,67
