date,uber stock
2023-12-19,100
2023-12-20,95
2023-12-21,79
2023-12-22,77
2023-12-23,27
2023-12-24,20
2023-12-25,18
2023-12-26,69
2023-12-27,81
2023-12-28,72
2023-12-29,84
2023-12-30,20
2023-12-31,18
2024-01-01,16
2024-01-02,84
2024-01-03,92
2024-01-04,73
2024-01-05,70
2024-01-06,26
2024-01-07,21
2024-01-08,69
2024-01-09,75
2024-01-10,96
2024-01-11,83
2024-01-12,75
2024-01-13,25
2024-01-14,19
2024-01-15,24
2024-01-16,79
2024-01-17,87
