date,uber stock
2022-01-13,23
2022-01-14,19
2022-01-15,9
2022-01-16,6
2022-01-17,5
2022-01-18,24
2022-01-19,24
2022-01-20,21
2022-01-21,25
2022-01-22,11
2022-01-23,7
2022-01-24,47
2022-01-25,27
2022-01-26,24
2022-01-27,28
2022-01-28,25
2022-01-29,7
2022-01-30,9
2022-01-31,23
2022-02-01,24
2022-02-02,23
2022-02-03,29
2022-02-04,22
2022-02-05,11
2022-02-06,7
2022-02-07,31
2022-02-08,40
2022-02-09,69
2022-02-10,100
2022-02-11,54
