date,uber stock
2023-01-03,58
2023-01-04,62
2023-01-05,52
2023-01-06,78
2023-01-07,30
2023-01-08,16
2023-01-09,86
2023-01-10,83
2023-01-11,78
2023-01-12,89
2023-01-13,85
2023-01-14,25
2023-01-15,22
2023-01-16,31
2023-01-17,78
2023-01-18,76
2023-01-19,67
2023-01-20,85
2023-01-21,32
2023-01-22,17
2023-01-23,79
2023-01-24,100
2023-01-25,76
2023-01-26,87
2023-01-27,70
2023-01-28,34
2023-01-29,23
2023-01-30,80
2023-01-31,94
2023-02-01,81
