date,uber stock
2023-10-30,25
2023-10-31,23
2023-11-01,28
2023-11-02,34
2023-11-03,41
2023-11-04,14
2023-11-05,10
2023-11-06,40
2023-11-07,100
2023-11-08,64
2023-11-09,45
2023-11-10,46
2023-11-11,16
2023-11-12,12
2023-11-13,39
2023-11-14,51
2023-11-15,41
2023-11-16,38
2023-11-17,36
2023-11-18,10
2023-11-19,8
2023-11-20,47
2023-11-21,35
2023-11-22,34
2023-11-23,13
2023-11-24,21
2023-11-25,7
2023-11-26,7
2023-11-27,33
2023-11-28,37
