date,uber stock
2024-04-08,58
2024-04-09,54
2024-04-10,60
2024-04-11,56
2024-04-12,60
2024-04-13,19
2024-04-14,10
2024-04-15,49
2024-04-16,56
2024-04-17,61
2024-04-18,54
2024-04-19,60
2024-04-20,21
2024-04-21,17
2024-04-22,56
2024-04-23,76
2024-04-24,79
2024-04-25,72
2024-04-26,65
2024-04-27,19
2024-04-28,13
2024-04-29,62
2024-04-30,56
2024-05-01,65
2024-05-02,57
2024-05-03,62
2024-05-04,20
2024-05-05,13
2024-05-06,72
2024-05-07,100
