date,uber stock
2023-02-09,100
2023-02-10,98
2023-02-11,26
2023-02-12,16
2023-02-13,46
2023-02-14,52
2023-02-15,47
2023-02-16,43
2023-02-17,39
2023-02-18,12
2023-02-19,10
2023-02-20,14
2023-02-21,30
2023-02-22,32
2023-02-23,31
2023-02-24,28
2023-02-25,12
2023-02-26,10
2023-02-27,25
2023-02-28,29
2023-03-01,27
2023-03-02,28
2023-03-03,27
2023-03-04,10
2023-03-05,6
2023-03-06,30
2023-03-07,31
2023-03-08,33
2023-03-09,37
2023-03-10,28
