date,uber stock
2022-05-06,63
2022-05-07,26
2022-05-08,14
2022-05-09,100
2022-05-10,77
2022-05-11,70
2022-05-12,64
2022-05-13,57
2022-05-14,21
2022-05-15,14
2022-05-16,45
2022-05-17,44
2022-05-18,45
2022-05-19,52
2022-05-20,44
2022-05-21,21
2022-05-22,10
2022-05-23,43
2022-05-24,54
2022-05-25,46
2022-05-26,43
2022-05-27,34
2022-05-28,16
2022-05-29,13
2022-05-30,11
2022-05-31,37
2022-06-01,36
2022-06-02,34
2022-06-03,37
2022-06-04,12
