date,uber stock
2023-05-03,100
2023-05-04,76
2023-05-05,64
2023-05-06,15
2023-05-07,12
2023-05-08,49
2023-05-09,49
2023-05-10,49
2023-05-11,44
2023-05-12,40
2023-05-13,13
2023-05-14,14
2023-05-15,35
2023-05-16,42
2023-05-17,39
2023-05-18,48
2023-05-19,41
2023-05-20,11
2023-05-21,7
2023-05-22,57
2023-05-23,57
2023-05-24,47
2023-05-25,57
2023-05-26,41
2023-05-27,15
2023-05-28,10
2023-05-29,9
2023-05-30,34
2023-05-31,43
2023-06-01,37
