date,uber stock
2024-05-13,82
2024-05-14,92
2024-05-15,100
2024-05-16,89
2024-05-17,70
2024-05-18,26
2024-05-19,11
2024-05-20,77
2024-05-21,84
2024-05-22,83
2024-05-23,79
2024-05-24,63
2024-05-25,22
2024-05-26,18
2024-05-27,16
2024-05-28,69
2024-05-29,81
2024-05-30,83
2024-05-31,52
2024-06-01,23
2024-06-02,16
2024-06-03,70
2024-06-04,72
2024-06-05,70
2024-06-06,99
2024-06-07,88
2024-06-08,26
2024-06-09,19
2024-06-10,87
2024-06-11,96
