date,uber stock
2023-03-19,28
2023-03-20,83
2023-03-21,85
2023-03-22,98
2023-03-23,86
2023-03-24,61
2023-03-25,30
2023-03-26,26
2023-03-27,72
2023-03-28,100
2023-03-29,88
2023-03-30,83
2023-03-31,81
2023-04-01,37
2023-04-02,25
2023-04-03,76
2023-04-04,73
2023-04-05,63
2023-04-06,66
2023-04-07,42
2023-04-08,41
2023-04-09,25
2023-04-10,90
2023-04-11,76
2023-04-12,87
2023-04-13,83
2023-04-14,77
2023-04-15,30
2023-04-16,27
2023-04-17,86
