date,uber stock
2023-10-06,67
2023-10-07,26
2023-10-08,26
2023-10-09,55
2023-10-10,66
2023-10-11,64
2023-10-12,70
2023-10-13,65
2023-10-14,23
2023-10-15,23
2023-10-16,66
2023-10-17,68
2023-10-18,52
2023-10-19,56
2023-10-20,53
2023-10-21,11
2023-10-22,15
2023-10-23,51
2023-10-24,58
2023-10-25,53
2023-10-26,62
2023-10-27,57
2023-10-28,18
2023-10-29,16
2023-10-30,61
2023-10-31,55
2023-11-01,67
2023-11-02,82
2023-11-03,100
2023-11-04,35
