date,uber stock
2024-05-06,31
2024-05-07,43
2024-05-08,100
2024-05-09,55
2024-05-10,36
2024-05-11,11
2024-05-12,9
2024-05-13,27
2024-05-14,31
2024-05-15,33
2024-05-16,29
2024-05-17,23
2024-05-18,9
2024-05-19,4
2024-05-20,26
2024-05-21,28
2024-05-22,28
2024-05-23,26
2024-05-24,21
2024-05-25,7
2024-05-26,6
2024-05-27,5
2024-05-28,23
2024-05-29,27
2024-05-30,28
2024-05-31,17
2024-06-01,8
2024-06-02,5
2024-06-03,23
2024-06-04,24
