date,uber stock
2022-08-17,95
2022-08-18,88
2022-08-19,92
2022-08-20,31
2022-08-21,20
2022-08-22,90
2022-08-23,81
2022-08-24,82
2022-08-25,88
2022-08-26,94
2022-08-27,30
2022-08-28,19
2022-08-29,85
2022-08-30,80
2022-08-31,90
2022-09-01,71
2022-09-02,79
2022-09-03,20
2022-09-04,18
2022-09-05,21
2022-09-06,70
2022-09-07,79
2022-09-08,82
2022-09-09,91
2022-09-10,31
2022-09-11,22
2022-09-12,99
2022-09-13,100
2022-09-14,100
2022-09-15,98
