date,best buy stock,bby
2024-06-16,57,63
2024-06-17,75,89
2024-06-18,100,88
2024-06-19,78,79
2024-06-20,98,87
2024-06-21,90,61
2024-06-22,61,59
2024-06-23,45,67
2024-06-24,72,70
2024-06-25,71,48
2024-06-26,80,67
2024-06-27,88,58
2024-06-28,74,71
2024-06-29,65,65
2024-06-30,65,59
2024-07-01,92,67
2024-07-02,77,59
2024-07-03,72,59
2024-07-04,52,51
2024-07-05,80,57
2024-07-06,52,41
2024-07-07,52,62
2024-07-08,81,61
2024-07-09,88,55
2024-07-10,94,60
2024-07-11,87,58
2024-07-12,80,71
2024-07-13,57,51
2024-07-14,50,53
2024-07-15,73,63
