date,best buy stock,bby
2023-01-04,92,45
2023-01-05,78,81
2023-01-06,81,70
2023-01-07,63,64
2023-01-08,52,48
2023-01-09,93,58
2023-01-10,88,75
2023-01-11,82,87
2023-01-12,84,83
2023-01-13,84,88
2023-01-14,54,55
2023-01-15,58,61
2023-01-16,61,56
2023-01-17,72,84
2023-01-18,73,62
2023-01-19,78,73
2023-01-20,80,51
2023-01-21,65,48
2023-01-22,54,45
2023-01-23,94,54
2023-01-24,74,53
2023-01-25,79,67
2023-01-26,81,70
2023-01-27,85,57
2023-01-28,55,57
2023-01-29,74,50
2023-01-30,89,71
2023-01-31,95,52
2023-02-01,100,65
2023-02-02,100,64
