date,best buy stock,bby
2023-02-09,100,63
2023-02-10,87,51
2023-02-11,53,46
2023-02-12,58,48
2023-02-13,79,75
2023-02-14,89,44
2023-02-15,92,54
2023-02-16,82,41
2023-02-17,81,52
2023-02-18,49,47
2023-02-19,57,49
2023-02-20,53,45
2023-02-21,59,50
2023-02-22,64,46
2023-02-23,81,47
2023-02-24,86,50
2023-02-25,49,57
2023-02-26,58,46
2023-02-27,70,59
2023-02-28,69,53
2023-03-01,77,58
2023-03-02,80,75
2023-03-03,82,51
2023-03-04,42,48
2023-03-05,46,44
2023-03-06,70,58
2023-03-07,75,52
2023-03-08,69,51
2023-03-09,59,56
2023-03-10,75,43
