date,best buy stock,bby
2024-01-01,39,45
2024-01-02,85,52
2024-01-03,76,60
2024-01-04,81,51
2024-01-05,78,52
2024-01-06,49,48
2024-01-07,57,50
2024-01-08,86,42
2024-01-09,87,53
2024-01-10,89,50
2024-01-11,89,44
2024-01-12,78,42
2024-01-13,58,50
2024-01-14,44,45
2024-01-15,49,40
2024-01-16,63,58
2024-01-17,74,49
2024-01-18,68,43
2024-01-19,68,57
2024-01-20,59,48
2024-01-21,59,64
2024-01-22,75,45
2024-01-23,95,47
2024-01-24,96,51
2024-01-25,96,46
2024-01-26,91,54
2024-01-27,58,49
2024-01-28,61,65
2024-01-29,71,44
2024-01-30,100,54
