date,best buy stock,bby
2022-09-23,66,100
2022-09-24,43,88
2022-09-25,40,76
2022-09-26,60,57
2022-09-27,68,55
2022-09-28,49,64
2022-09-29,59,60
2022-09-30,63,47
2022-10-01,42,52
2022-10-02,41,41
2022-10-03,55,49
2022-10-04,60,45
2022-10-05,60,48
2022-10-06,67,39
2022-10-07,59,49
2022-10-08,47,43
2022-10-09,48,48
2022-10-10,55,41
2022-10-11,62,44
2022-10-12,62,40
2022-10-13,67,36
2022-10-14,64,34
2022-10-15,36,34
2022-10-16,40,41
2022-10-17,58,43
2022-10-18,59,41
2022-10-19,67,37
2022-10-20,60,39
2022-10-21,49,40
2022-10-22,41,42
