date,best buy stock,bby
2023-12-24,67,50
2023-12-25,45,34
2023-12-26,92,62
2023-12-27,100,49
2023-12-28,86,62
2023-12-29,92,59
2023-12-30,69,57
2023-12-31,49,58
2024-01-01,42,48
2024-01-02,91,56
2024-01-03,82,65
2024-01-04,88,55
2024-01-05,84,56
2024-01-06,53,52
2024-01-07,61,54
2024-01-08,93,46
2024-01-09,94,57
2024-01-10,96,54
2024-01-11,96,47
2024-01-12,85,45
2024-01-13,63,54
2024-01-14,47,48
2024-01-15,53,43
2024-01-16,68,62
2024-01-17,80,53
2024-01-18,74,47
2024-01-19,73,62
2024-01-20,64,52
2024-01-21,64,69
2024-01-22,81,49
