date,best buy stock,bby
2022-08-21,46,44
2022-08-22,59,72
2022-08-23,62,49
2022-08-24,54,51
2022-08-25,57,48
2022-08-26,68,38
2022-08-27,37,45
2022-08-28,41,34
2022-08-29,57,55
2022-08-30,76,100
2022-08-31,62,75
2022-09-01,68,53
2022-09-02,49,44
2022-09-03,39,31
2022-09-04,44,72
2022-09-05,45,66
2022-09-06,51,66
2022-09-07,53,53
2022-09-08,58,42
2022-09-09,56,42
2022-09-10,43,38
2022-09-11,41,36
2022-09-12,61,41
2022-09-13,60,44
2022-09-14,63,47
2022-09-15,61,30
2022-09-16,65,44
2022-09-17,48,45
2022-09-18,33,31
2022-09-19,63,37
