date,best buy stock,bby
2021-02-11,100,20
2021-02-12,89,21
2021-02-13,65,15
2021-02-14,59,13
2021-02-15,58,19
2021-02-16,80,20
2021-02-17,69,20
2021-02-18,69,18
2021-02-19,77,21
2021-02-20,60,19
2021-02-21,52,15
2021-02-22,62,22
2021-02-23,67,19
2021-02-24,69,23
2021-02-25,87,35
2021-02-26,80,25
2021-02-27,55,17
2021-02-28,44,16
2021-03-01,57,28
2021-03-02,56,23
2021-03-03,56,22
2021-03-04,57,21
2021-03-05,66,23
2021-03-06,45,17
2021-03-07,39,14
2021-03-08,48,20
2021-03-09,57,23
2021-03-10,56,17
2021-03-11,46,17
2021-03-12,68,20
