date,best buy stock,bby
2023-10-30,60,57
2023-10-31,67,44
2023-11-01,60,58
2023-11-02,65,54
2023-11-03,79,68
2023-11-04,45,47
2023-11-05,44,45
2023-11-06,77,48
2023-11-07,79,56
2023-11-08,75,52
2023-11-09,76,59
2023-11-10,73,55
2023-11-11,47,56
2023-11-12,53,52
2023-11-13,65,53
2023-11-14,92,52
2023-11-15,90,65
2023-11-16,96,52
2023-11-17,94,58
2023-11-18,53,55
2023-11-19,56,45
2023-11-20,83,68
2023-11-21,100,91
2023-11-22,91,64
2023-11-23,61,66
2023-11-24,88,52
2023-11-25,63,36
2023-11-26,51,48
2023-11-27,90,63
2023-11-28,99,64
