date,best buy stock,bby
2023-11-07,78,55
2023-11-08,74,51
2023-11-09,75,58
2023-11-10,72,54
2023-11-11,47,55
2023-11-12,52,52
2023-11-13,64,53
2023-11-14,90,51
2023-11-15,88,64
2023-11-16,95,51
2023-11-17,93,57
2023-11-18,52,54
2023-11-19,55,44
2023-11-20,82,67
2023-11-21,98,90
2023-11-22,90,63
2023-11-23,60,65
2023-11-24,86,51
2023-11-25,62,35
2023-11-26,50,47
2023-11-27,89,62
2023-11-28,97,63
2023-11-29,74,52
2023-11-30,83,62
2023-12-01,82,68
2023-12-02,52,62
2023-12-03,58,55
2023-12-04,80,48
2023-12-05,100,53
2023-12-06,85,58
