date,best buy stock,bby
2023-03-23,85,56
2023-03-24,91,58
2023-03-25,62,60
2023-03-26,39,58
2023-03-27,100,52
2023-03-28,81,63
2023-03-29,79,69
2023-03-30,90,72
2023-03-31,62,56
2023-04-01,53,62
2023-04-02,57,57
2023-04-03,95,71
2023-04-04,85,64
2023-04-05,92,57
2023-04-06,69,66
2023-04-07,73,71
2023-04-08,53,63
2023-04-09,46,66
2023-04-10,74,73
2023-04-11,87,68
2023-04-12,86,68
2023-04-13,78,57
2023-04-14,80,74
2023-04-15,51,63
2023-04-16,56,49
2023-04-17,83,83
2023-04-18,94,77
2023-04-19,92,77
2023-04-20,80,80
2023-04-21,79,59
