date,best buy stock,bby
2021-02-01,100,21
2021-02-02,91,18
2021-02-03,85,13
2021-02-04,79,16
2021-02-05,76,15
2021-02-06,54,14
2021-02-07,49,13
2021-02-08,65,15
2021-02-09,85,15
2021-02-10,77,13
2021-02-11,73,14
2021-02-12,65,15
2021-02-13,48,11
2021-02-14,43,10
2021-02-15,42,14
2021-02-16,59,15
2021-02-17,50,15
2021-02-18,50,13
2021-02-19,56,15
2021-02-20,44,14
2021-02-21,38,11
2021-02-22,45,16
2021-02-23,49,14
2021-02-24,50,17
2021-02-25,63,26
2021-02-26,58,18
2021-02-27,40,13
2021-02-28,32,11
2021-03-01,42,20
2021-03-02,41,16
