date,best buy stock,bby
2022-06-16,100,59
2022-06-17,87,52
2022-06-18,73,42
2022-06-19,66,68
2022-06-20,58,53
2022-06-21,83,64
2022-06-22,76,60
2022-06-23,74,78
2022-06-24,63,54
2022-06-25,60,51
2022-06-26,58,63
2022-06-27,68,50
2022-06-28,67,43
2022-06-29,75,73
2022-06-30,86,70
2022-07-01,75,49
2022-07-02,69,53
2022-07-03,48,65
2022-07-04,55,47
2022-07-05,69,49
2022-07-06,71,54
2022-07-07,81,70
2022-07-08,74,59
2022-07-09,58,49
2022-07-10,50,56
2022-07-11,85,50
2022-07-12,78,57
2022-07-13,86,51
2022-07-14,81,51
2022-07-15,77,62
