date,best buy stock,bby
2021-06-14,100,45
2021-06-15,98,47
2021-06-16,85,36
2021-06-17,81,40
2021-06-18,92,41
2021-06-19,69,39
2021-06-20,52,38
2021-06-21,98,43
2021-06-22,93,46
2021-06-23,87,43
2021-06-24,95,38
2021-06-25,91,40
2021-06-26,74,40
2021-06-27,55,39
2021-06-28,93,42
2021-06-29,92,40
2021-06-30,92,37
2021-07-01,88,37
2021-07-02,84,34
2021-07-03,59,34
2021-07-04,60,36
2021-07-05,64,38
2021-07-06,74,43
2021-07-07,79,39
2021-07-08,81,42
2021-07-09,83,51
2021-07-10,56,42
2021-07-11,55,38
2021-07-12,66,44
2021-07-13,75,42
