date,best buy stock,bby
2021-07-02,100,40
2021-07-03,70,41
2021-07-04,72,43
2021-07-05,76,45
2021-07-06,87,51
2021-07-07,94,46
2021-07-08,96,50
2021-07-09,98,61
2021-07-10,67,50
2021-07-11,65,45
2021-07-12,78,52
2021-07-13,90,50
2021-07-14,93,45
2021-07-15,85,39
2021-07-16,82,49
2021-07-17,71,45
2021-07-18,69,38
2021-07-19,99,54
2021-07-20,98,49
2021-07-21,88,40
2021-07-22,84,46
2021-07-23,88,35
2021-07-24,67,53
2021-07-25,61,39
2021-07-26,97,51
2021-07-27,91,49
2021-07-28,71,52
2021-07-29,75,44
2021-07-30,81,48
2021-07-31,54,41
