date,best buy stock,bby
2024-01-12,74,39
2024-01-13,55,47
2024-01-14,41,42
2024-01-15,46,38
2024-01-16,60,54
2024-01-17,70,46
2024-01-18,65,41
2024-01-19,64,54
2024-01-20,56,45
2024-01-21,56,60
2024-01-22,71,43
2024-01-23,90,44
2024-01-24,90,48
2024-01-25,91,43
2024-01-26,86,51
2024-01-27,55,46
2024-01-28,58,61
2024-01-29,67,41
2024-01-30,94,51
2024-01-31,86,47
2024-02-01,96,44
2024-02-02,87,39
2024-02-03,58,40
2024-02-04,57,42
2024-02-05,100,47
2024-02-06,84,53
2024-02-07,92,45
2024-02-08,90,48
2024-02-09,83,51
2024-02-10,69,48
