date,best buy stock,bby
2021-10-21,61,28
2021-10-22,69,32
2021-10-23,43,22
2021-10-24,45,29
2021-10-25,67,39
2021-10-26,82,32
2021-10-27,79,28
2021-10-28,88,27
2021-10-29,81,32
2021-10-30,67,25
2021-10-31,52,24
2021-11-01,76,34
2021-11-02,86,30
2021-11-03,74,48
2021-11-04,98,36
2021-11-05,85,35
2021-11-06,63,32
2021-11-07,62,27
2021-11-08,89,32
2021-11-09,92,36
2021-11-10,91,31
2021-11-11,83,35
2021-11-12,75,34
2021-11-13,69,26
2021-11-14,52,28
2021-11-15,90,34
2021-11-16,100,31
2021-11-17,86,35
2021-11-18,86,38
2021-11-19,70,31
