date,best buy stock,bby
2021-07-01,100,43
2021-07-02,96,39
2021-07-03,68,39
2021-07-04,69,41
2021-07-05,73,43
2021-07-06,84,49
2021-07-07,90,45
2021-07-08,92,48
2021-07-09,95,58
2021-07-10,64,48
2021-07-11,63,43
2021-07-12,75,50
2021-07-13,86,48
2021-07-14,89,43
2021-07-15,82,37
2021-07-16,79,47
2021-07-17,68,43
2021-07-18,66,37
2021-07-19,96,52
2021-07-20,94,48
2021-07-21,85,39
2021-07-22,81,44
2021-07-23,85,33
2021-07-24,65,51
2021-07-25,58,38
2021-07-26,93,49
2021-07-27,88,48
2021-07-28,68,50
2021-07-29,73,42
2021-07-30,78,46
