date,best buy stock,bby
2021-06-28,100,45
2021-06-29,99,42
2021-06-30,99,40
2021-07-01,94,40
2021-07-02,90,36
2021-07-03,64,37
2021-07-04,65,39
2021-07-05,68,40
2021-07-06,79,46
2021-07-07,84,42
2021-07-08,87,45
2021-07-09,89,55
2021-07-10,60,45
2021-07-11,59,40
2021-07-12,71,47
2021-07-13,81,45
2021-07-14,84,40
2021-07-15,76,35
2021-07-16,74,44
2021-07-17,64,41
2021-07-18,62,35
2021-07-19,90,49
2021-07-20,88,45
2021-07-21,80,36
2021-07-22,76,42
2021-07-23,79,31
2021-07-24,61,48
2021-07-25,55,35
2021-07-26,87,46
2021-07-27,82,45
