date,best buy stock,bby
2022-10-25,54,31
2022-10-26,68,33
2022-10-27,68,39
2022-10-28,69,50
2022-10-29,43,39
2022-10-30,42,38
2022-10-31,54,38
2022-11-01,62,40
2022-11-02,64,43
2022-11-03,64,39
2022-11-04,69,41
2022-11-05,49,37
2022-11-06,37,38
2022-11-07,68,35
2022-11-08,72,40
2022-11-09,59,38
2022-11-10,63,33
2022-11-11,70,46
2022-11-12,56,40
2022-11-13,44,36
2022-11-14,59,43
2022-11-15,68,42
2022-11-16,67,39
2022-11-17,71,49
2022-11-18,56,47
2022-11-19,51,46
2022-11-20,47,40
2022-11-21,62,54
2022-11-22,100,87
2022-11-23,74,56
