date,best buy stock,bby
2023-02-27,83,70
2023-02-28,82,63
2023-03-01,91,69
2023-03-02,95,89
2023-03-03,98,61
2023-03-04,50,56
2023-03-05,54,53
2023-03-06,83,69
2023-03-07,89,62
2023-03-08,82,60
2023-03-09,70,66
2023-03-10,89,51
2023-03-11,77,49
2023-03-12,54,67
2023-03-13,99,73
2023-03-14,95,77
2023-03-15,86,75
2023-03-16,84,64
2023-03-17,85,66
2023-03-18,49,57
2023-03-19,65,55
2023-03-20,81,69
2023-03-21,93,68
2023-03-22,99,58
2023-03-23,85,56
2023-03-24,91,58
2023-03-25,62,60
2023-03-26,39,58
2023-03-27,100,52
2023-03-28,81,63
