date,best buy stock,bby
2021-09-19,41,46
2021-09-20,73,41
2021-09-21,85,39
2021-09-22,80,34
2021-09-23,99,48
2021-09-24,70,51
2021-09-25,50,36
2021-09-26,61,36
2021-09-27,85,48
2021-09-28,88,52
2021-09-29,74,53
2021-09-30,84,49
2021-10-01,94,51
2021-10-02,57,39
2021-10-03,51,36
2021-10-04,76,43
2021-10-05,90,51
2021-10-06,86,38
2021-10-07,82,38
2021-10-08,100,31
2021-10-09,68,43
2021-10-10,57,32
2021-10-11,80,37
2021-10-12,83,37
2021-10-13,82,48
2021-10-14,85,41
2021-10-15,88,37
2021-10-16,61,41
2021-10-17,55,37
2021-10-18,76,46
