date,best buy stock,bby
2022-08-17,52,100
2022-08-18,52,92
2022-08-19,50,84
2022-08-20,34,45
2022-08-21,36,34
2022-08-22,46,56
2022-08-23,49,38
2022-08-24,42,39
2022-08-25,44,37
2022-08-26,53,30
2022-08-27,29,35
2022-08-28,32,26
2022-08-29,44,43
2022-08-30,59,78
2022-08-31,48,59
2022-09-01,53,41
2022-09-02,38,35
2022-09-03,31,24
2022-09-04,34,56
2022-09-05,35,51
2022-09-06,40,51
2022-09-07,41,41
2022-09-08,45,33
2022-09-09,43,33
2022-09-10,33,30
2022-09-11,32,28
2022-09-12,47,32
2022-09-13,47,34
2022-09-14,49,37
2022-09-15,47,23
