date,best buy stock,bby
2021-06-04,100,37
2021-06-05,58,24
2021-06-06,44,29
2021-06-07,67,30
2021-06-08,76,33
2021-06-09,72,30
2021-06-10,83,33
2021-06-11,78,33
2021-06-12,46,25
2021-06-13,49,31
2021-06-14,71,32
2021-06-15,69,33
2021-06-16,60,26
2021-06-17,57,29
2021-06-18,66,29
2021-06-19,49,28
2021-06-20,37,27
2021-06-21,70,30
2021-06-22,66,32
2021-06-23,62,30
2021-06-24,67,27
2021-06-25,64,28
2021-06-26,52,28
2021-06-27,39,27
2021-06-28,66,30
2021-06-29,66,28
2021-06-30,65,26
2021-07-01,62,27
2021-07-02,60,24
2021-07-03,42,24
