date,best buy stock,bby
2021-01-28,94,19
2021-01-29,100,15
2021-01-30,51,10
2021-01-31,41,8
2021-02-01,55,12
2021-02-02,50,10
2021-02-03,47,7
2021-02-04,44,9
2021-02-05,42,8
2021-02-06,30,8
2021-02-07,27,7
2021-02-08,36,8
2021-02-09,47,8
2021-02-10,42,7
2021-02-11,40,8
2021-02-12,36,9
2021-02-13,26,6
2021-02-14,24,5
2021-02-15,23,8
2021-02-16,32,8
2021-02-17,28,8
2021-02-18,28,7
2021-02-19,31,8
2021-02-20,24,8
2021-02-21,21,6
2021-02-22,25,9
2021-02-23,27,8
2021-02-24,28,9
2021-02-25,35,14
2021-02-26,32,10
