date,best buy stock,bby
2021-02-18,79,21
2021-02-19,89,24
2021-02-20,69,22
2021-02-21,60,17
2021-02-22,71,25
2021-02-23,77,22
2021-02-24,79,26
2021-02-25,100,41
2021-02-26,92,29
2021-02-27,63,20
2021-02-28,51,18
2021-03-01,66,32
2021-03-02,64,26
2021-03-03,65,25
2021-03-04,66,24
2021-03-05,76,27
2021-03-06,51,20
2021-03-07,45,16
2021-03-08,55,24
2021-03-09,65,26
2021-03-10,64,20
2021-03-11,53,19
2021-03-12,78,23
2021-03-13,61,16
2021-03-14,55,19
2021-03-15,63,19
2021-03-16,65,20
2021-03-17,68,16
2021-03-18,76,16
2021-03-19,70,20
