date,best buy stock,bby
2022-08-18,56,100
2022-08-19,54,91
2022-08-20,37,49
2022-08-21,39,37
2022-08-22,50,61
2022-08-23,53,42
2022-08-24,46,43
2022-08-25,48,40
2022-08-26,57,32
2022-08-27,31,38
2022-08-28,35,29
2022-08-29,48,46
2022-08-30,64,85
2022-08-31,52,64
2022-09-01,57,45
2022-09-02,42,38
2022-09-03,33,26
2022-09-04,37,61
2022-09-05,38,56
2022-09-06,43,56
2022-09-07,45,45
2022-09-08,49,35
2022-09-09,47,36
2022-09-10,36,32
2022-09-11,35,31
2022-09-12,51,35
2022-09-13,51,37
2022-09-14,53,40
2022-09-15,52,25
2022-09-16,55,37
