date,best buy stock,bby
2023-02-20,62,53
2023-02-21,69,58
2023-02-22,74,54
2023-02-23,94,54
2023-02-24,100,58
2023-02-25,57,66
2023-02-26,68,54
2023-02-27,82,68
2023-02-28,81,62
2023-03-01,89,67
2023-03-02,93,87
2023-03-03,95,60
2023-03-04,49,55
2023-03-05,53,52
2023-03-06,81,67
2023-03-07,87,61
2023-03-08,80,59
2023-03-09,68,65
2023-03-10,87,50
2023-03-11,75,48
2023-03-12,53,65
2023-03-13,97,72
2023-03-14,93,75
2023-03-15,84,73
2023-03-16,82,63
2023-03-17,83,64
2023-03-18,48,55
2023-03-19,64,54
2023-03-20,79,67
2023-03-21,91,66
