date,best buy stock,bby
2024-06-29,63,63
2024-06-30,63,57
2024-07-01,89,65
2024-07-02,75,57
2024-07-03,69,57
2024-07-04,51,50
2024-07-05,77,55
2024-07-06,50,40
2024-07-07,50,60
2024-07-08,79,59
2024-07-09,85,53
2024-07-10,91,58
2024-07-11,84,56
2024-07-12,78,68
2024-07-13,55,50
2024-07-14,49,52
2024-07-15,70,61
2024-07-16,100,64
2024-07-17,79,61
2024-07-18,89,62
2024-07-19,91,56
2024-07-20,58,49
2024-07-21,56,56
2024-07-22,72,64
2024-07-23,81,64
2024-07-24,80,56
2024-07-25,75,50
2024-07-26,70,54
2024-07-27,39,47
2024-07-28,40,55
