date,best buy stock,bby
2022-08-19,59,100
2022-08-20,40,54
2022-08-21,42,41
2022-08-22,55,67
2022-08-23,58,46
2022-08-24,50,47
2022-08-25,53,44
2022-08-26,63,35
2022-08-27,34,42
2022-08-28,38,31
2022-08-29,53,51
2022-08-30,70,93
2022-08-31,57,70
2022-09-01,63,49
2022-09-02,46,41
2022-09-03,36,29
2022-09-04,41,66
2022-09-05,41,61
2022-09-06,47,61
2022-09-07,49,49
2022-09-08,54,39
2022-09-09,51,39
2022-09-10,40,35
2022-09-11,38,34
2022-09-12,56,38
2022-09-13,56,41
2022-09-14,58,44
2022-09-15,56,28
2022-09-16,60,41
2022-09-17,45,42
