date,best buy stock,bby
2022-03-05,57,40
2022-03-06,64,35
2022-03-07,84,70
2022-03-08,100,58
2022-03-09,89,48
2022-03-10,82,44
2022-03-11,75,39
2022-03-12,72,36
2022-03-13,53,41
2022-03-14,69,39
2022-03-15,74,40
2022-03-16,67,35
2022-03-17,70,32
2022-03-18,85,42
2022-03-19,59,29
2022-03-20,49,40
2022-03-21,68,44
2022-03-22,57,40
2022-03-23,73,44
2022-03-24,70,35
2022-03-25,71,39
2022-03-26,54,37
2022-03-27,41,32
2022-03-28,78,37
2022-03-29,71,36
2022-03-30,81,42
2022-03-31,86,43
2022-04-01,69,38
2022-04-02,56,34
2022-04-03,59,38
