date,best buy stock,bby
2021-02-03,100,16
2021-02-04,93,19
2021-02-05,89,18
2021-02-06,64,17
2021-02-07,57,16
2021-02-08,76,17
2021-02-09,99,18
2021-02-10,90,16
2021-02-11,86,17
2021-02-12,76,18
2021-02-13,56,13
2021-02-14,50,12
2021-02-15,49,17
2021-02-16,69,18
2021-02-17,59,17
2021-02-18,59,16
2021-02-19,66,18
2021-02-20,52,17
2021-02-21,45,13
2021-02-22,53,19
2021-02-23,58,16
2021-02-24,59,19
2021-02-25,74,30
2021-02-26,68,21
2021-02-27,47,15
2021-02-28,38,13
2021-03-01,49,24
2021-03-02,48,19
2021-03-03,48,19
2021-03-04,49,18
