date,best buy stock,bby
2024-08-13,67,46
2024-08-14,77,48
2024-08-15,75,46
2024-08-16,72,40
2024-08-17,50,41
2024-08-18,40,48
2024-08-19,62,42
2024-08-20,76,40
2024-08-21,67,47
2024-08-22,65,53
2024-08-23,58,46
2024-08-24,50,37
2024-08-25,50,43
2024-08-26,70,53
2024-08-27,77,42
2024-08-28,66,58
2024-08-29,89,100
2024-08-30,76,68
2024-08-31,36,36
2024-09-01,48,55
2024-09-02,53,53
2024-09-03,60,45
2024-09-04,72,51
2024-09-05,57,43
2024-09-06,64,52
2024-09-07,37,41
2024-09-08,37,53
2024-09-09,67,52
2024-09-10,62,53
2024-09-11,61,33
