date,best buy stock,bby
2024-03-02,62,38
2024-03-03,63,43
2024-03-04,100,37
2024-03-05,95,42
2024-03-06,80,41
2024-03-07,72,39
2024-03-08,82,40
2024-03-09,59,29
2024-03-10,45,36
2024-03-11,66,42
2024-03-12,66,40
2024-03-13,73,38
2024-03-14,66,37
2024-03-15,56,32
2024-03-16,44,37
2024-03-17,39,36
2024-03-18,71,44
2024-03-19,65,35
2024-03-20,82,43
2024-03-21,74,36
2024-03-22,66,40
2024-03-23,48,42
2024-03-24,47,37
2024-03-25,69,42
2024-03-26,60,36
2024-03-27,69,46
2024-03-28,72,44
2024-03-29,45,41
2024-03-30,30,38
2024-03-31,41,48
