date,best buy stock,bby
2021-02-12,100,24
2021-02-13,74,17
2021-02-14,66,15
2021-02-15,65,22
2021-02-16,91,23
2021-02-17,78,22
2021-02-18,78,20
2021-02-19,87,23
2021-02-20,68,22
2021-02-21,59,17
2021-02-22,69,25
2021-02-23,76,22
2021-02-24,77,26
2021-02-25,98,40
2021-02-26,90,28
2021-02-27,62,20
2021-02-28,50,18
2021-03-01,65,31
2021-03-02,63,25
2021-03-03,63,25
2021-03-04,64,24
2021-03-05,75,26
2021-03-06,50,19
2021-03-07,44,16
2021-03-08,54,23
2021-03-09,64,26
2021-03-10,63,19
2021-03-11,52,19
2021-03-12,77,22
2021-03-13,60,15
