date,best buy stock,bby
2023-06-15,100,64
2023-06-16,85,58
2023-06-17,58,66
2023-06-18,60,41
2023-06-19,61,53
2023-06-20,71,74
2023-06-21,78,59
2023-06-22,87,59
2023-06-23,78,64
2023-06-24,51,63
2023-06-25,50,63
2023-06-26,66,71
2023-06-27,88,73
2023-06-28,74,63
2023-06-29,82,58
2023-06-30,82,62
2023-07-01,85,52
2023-07-02,58,56
2023-07-03,87,75
2023-07-04,65,70
2023-07-05,66,72
2023-07-06,88,72
2023-07-07,89,72
2023-07-08,70,72
2023-07-09,59,62
2023-07-10,71,55
2023-07-11,99,74
2023-07-12,78,56
2023-07-13,91,67
2023-07-14,97,69
