date,best buy stock,bby
2022-05-17,47,33
2022-05-18,60,40
2022-05-19,60,42
2022-05-20,65,36
2022-05-21,42,31
2022-05-22,38,35
2022-05-23,59,66
2022-05-24,83,100
2022-05-25,62,49
2022-05-26,52,43
2022-05-27,47,50
2022-05-28,36,38
2022-05-29,26,29
2022-05-30,29,36
2022-05-31,43,31
2022-06-01,47,40
2022-06-02,41,35
2022-06-03,48,38
2022-06-04,35,30
2022-06-05,36,34
2022-06-06,47,39
2022-06-07,51,39
2022-06-08,42,36
2022-06-09,43,30
2022-06-10,50,36
2022-06-11,36,31
2022-06-12,36,31
2022-06-13,56,38
2022-06-14,58,29
2022-06-15,50,34
