date,best buy stock,bby
2021-11-20,40,21
2021-11-21,53,20
2021-11-22,59,36
2021-11-23,100,72
2021-11-24,74,43
2021-11-25,48,16
2021-11-26,95,28
2021-11-27,51,19
2021-11-28,40,24
2021-11-29,59,30
2021-11-30,56,31
2021-12-01,45,24
2021-12-02,59,30
2021-12-03,57,27
2021-12-04,39,19
2021-12-05,36,22
2021-12-06,48,24
2021-12-07,50,29
2021-12-08,48,29
2021-12-09,46,25
2021-12-10,42,26
2021-12-11,38,18
2021-12-12,25,19
2021-12-13,42,22
2021-12-14,42,32
2021-12-15,40,23
2021-12-16,44,22
2021-12-17,40,24
2021-12-18,38,26
2021-12-19,37,22
