date,best buy stock,bby
2022-08-23,59,47
2022-08-24,51,48
2022-08-25,54,45
2022-08-26,64,36
2022-08-27,35,43
2022-08-28,39,32
2022-08-29,54,52
2022-08-30,72,95
2022-08-31,58,71
2022-09-01,64,50
2022-09-02,47,42
2022-09-03,37,29
2022-09-04,41,68
2022-09-05,42,62
2022-09-06,48,63
2022-09-07,50,50
2022-09-08,55,40
2022-09-09,53,40
2022-09-10,40,36
2022-09-11,39,34
2022-09-12,58,39
2022-09-13,57,41
2022-09-14,60,45
2022-09-15,58,28
2022-09-16,62,42
2022-09-17,46,43
2022-09-18,31,29
2022-09-19,59,35
2022-09-20,73,36
2022-09-21,56,100
