date,best buy stock,bby
2023-10-13,82,69
2023-10-14,47,84
2023-10-15,58,86
2023-10-16,92,72
2023-10-17,98,66
2023-10-18,83,73
2023-10-19,95,74
2023-10-20,94,84
2023-10-21,40,67
2023-10-22,48,49
2023-10-23,92,76
2023-10-24,93,77
2023-10-25,87,72
2023-10-26,84,61
2023-10-27,78,81
2023-10-28,57,65
2023-10-29,57,67
2023-10-30,77,72
2023-10-31,87,58
2023-11-01,75,74
2023-11-02,86,74
2023-11-03,100,86
2023-11-04,56,60
2023-11-05,57,63
2023-11-06,97,61
2023-11-07,100,75
2023-11-08,95,63
2023-11-09,97,75
2023-11-10,90,61
2023-11-11,59,69
