date,best buy stock,bby
2022-03-09,100,53
2022-03-10,92,49
2022-03-11,84,44
2022-03-12,80,40
2022-03-13,59,46
2022-03-14,77,44
2022-03-15,83,45
2022-03-16,75,40
2022-03-17,78,36
2022-03-18,95,47
2022-03-19,67,32
2022-03-20,55,45
2022-03-21,76,49
2022-03-22,64,44
2022-03-23,82,49
2022-03-24,78,40
2022-03-25,80,44
2022-03-26,60,41
2022-03-27,46,36
2022-03-28,88,42
2022-03-29,79,40
2022-03-30,91,47
2022-03-31,96,48
2022-04-01,77,43
2022-04-02,63,38
2022-04-03,66,42
2022-04-04,88,43
2022-04-05,72,45
2022-04-06,78,39
2022-04-07,80,45
