date,best buy stock,bby
2021-07-22,87,48
2021-07-23,91,36
2021-07-24,69,55
2021-07-25,63,41
2021-07-26,100,53
2021-07-27,94,51
2021-07-28,74,54
2021-07-29,78,45
2021-07-30,84,50
2021-07-31,56,43
2021-08-01,54,55
2021-08-02,80,47
2021-08-03,90,48
2021-08-04,70,39
2021-08-05,83,43
2021-08-06,90,43
2021-08-07,55,38
2021-08-08,67,38
2021-08-09,89,34
2021-08-10,98,48
2021-08-11,84,51
2021-08-12,95,43
2021-08-13,99,45
2021-08-14,69,44
2021-08-15,58,45
2021-08-16,84,41
2021-08-17,86,46
2021-08-18,84,50
2021-08-19,78,41
2021-08-20,88,52
