date,best buy stock,bby
2023-02-25,59,69
2023-02-26,70,56
2023-02-27,84,71
2023-02-28,83,64
2023-03-01,92,70
2023-03-02,96,90
2023-03-03,99,62
2023-03-04,51,57
2023-03-05,55,53
2023-03-06,84,70
2023-03-07,90,63
2023-03-08,83,61
2023-03-09,71,67
2023-03-10,90,51
2023-03-11,78,50
2023-03-12,55,67
2023-03-13,100,74
2023-03-14,96,78
2023-03-15,87,76
2023-03-16,85,65
2023-03-17,86,66
2023-03-18,50,57
2023-03-19,66,55
2023-03-20,82,70
2023-03-21,94,68
2023-03-22,100,59
2023-03-23,86,56
2023-03-24,92,58
2023-03-25,63,61
2023-03-26,39,58
