date,best buy stock,bby
2021-04-11,36,15
2021-04-12,46,18
2021-04-13,53,16
2021-04-14,68,19
2021-04-15,57,18
2021-04-16,100,19
2021-04-17,67,16
2021-04-18,52,17
2021-04-19,65,17
2021-04-20,62,18
2021-04-21,63,19
2021-04-22,55,16
2021-04-23,48,18
2021-04-24,44,15
2021-04-25,37,17
2021-04-26,52,15
2021-04-27,55,15
2021-04-28,48,13
2021-04-29,48,18
2021-04-30,48,15
2021-05-01,38,11
2021-05-02,33,19
2021-05-03,46,18
2021-05-04,58,20
2021-05-05,71,21
2021-05-06,71,17
2021-05-07,59,15
2021-05-08,55,12
2021-05-09,48,15
2021-05-10,64,17
