date,best buy stock,bby
2022-09-26,89,85
2022-09-27,100,81
2022-09-28,73,95
2022-09-29,87,89
2022-09-30,94,70
2022-10-01,62,77
2022-10-02,61,60
2022-10-03,82,72
2022-10-04,89,66
2022-10-05,88,71
2022-10-06,99,58
2022-10-07,87,72
2022-10-08,70,64
2022-10-09,71,70
2022-10-10,81,61
2022-10-11,91,65
2022-10-12,92,59
2022-10-13,100,53
2022-10-14,95,50
2022-10-15,53,51
2022-10-16,59,61
2022-10-17,86,63
2022-10-18,88,61
2022-10-19,100,54
2022-10-20,89,57
2022-10-21,73,59
2022-10-22,60,62
2022-10-23,56,51
2022-10-24,85,65
2022-10-25,82,47
