date,best buy stock,bby
2022-02-27,56,40
2022-02-28,79,40
2022-03-01,81,42
2022-03-02,72,46
2022-03-03,100,94
2022-03-04,97,55
2022-03-05,56,38
2022-03-06,62,34
2022-03-07,82,68
2022-03-08,97,56
2022-03-09,87,46
2022-03-10,80,43
2022-03-11,72,38
2022-03-12,70,35
2022-03-13,51,39
2022-03-14,67,38
2022-03-15,72,39
2022-03-16,65,34
2022-03-17,67,31
2022-03-18,82,40
2022-03-19,58,28
2022-03-20,48,39
2022-03-21,66,43
2022-03-22,56,38
2022-03-23,71,43
2022-03-24,68,34
2022-03-25,69,38
2022-03-26,52,36
2022-03-27,40,31
2022-03-28,76,36
