date,best buy stock,bby
2023-01-07,58,60
2023-01-08,48,44
2023-01-09,86,54
2023-01-10,82,70
2023-01-11,76,81
2023-01-12,78,77
2023-01-13,78,82
2023-01-14,51,51
2023-01-15,53,57
2023-01-16,57,52
2023-01-17,66,78
2023-01-18,67,57
2023-01-19,72,68
2023-01-20,74,47
2023-01-21,60,45
2023-01-22,50,41
2023-01-23,87,50
2023-01-24,69,49
2023-01-25,74,62
2023-01-26,75,65
2023-01-27,79,53
2023-01-28,51,53
2023-01-29,68,47
2023-01-30,82,66
2023-01-31,88,48
2023-02-01,92,60
2023-02-02,93,59
2023-02-03,100,66
2023-02-04,56,49
2023-02-05,62,55
