date,best buy stock,bby
2022-11-27,68,58
2022-11-28,83,62
2022-11-29,89,55
2022-11-30,82,57
2022-12-01,91,66
2022-12-02,94,50
2022-12-03,66,53
2022-12-04,47,47
2022-12-05,70,67
2022-12-06,84,61
2022-12-07,85,62
2022-12-08,83,53
2022-12-09,87,52
2022-12-10,52,70
2022-12-11,58,68
2022-12-12,77,57
2022-12-13,100,69
2022-12-14,86,58
2022-12-15,82,69
2022-12-16,83,69
2022-12-17,55,46
2022-12-18,55,47
2022-12-19,67,62
2022-12-20,87,56
2022-12-21,81,56
2022-12-22,91,58
2022-12-23,88,62
2022-12-24,58,55
2022-12-25,51,52
2022-12-26,73,63
