date,best buy stock,bby
2021-02-02,100,20
2021-02-03,94,15
2021-02-04,87,18
2021-02-05,84,17
2021-02-06,60,16
2021-02-07,54,15
2021-02-08,71,16
2021-02-09,93,17
2021-02-10,85,15
2021-02-11,81,16
2021-02-12,71,17
2021-02-13,53,12
2021-02-14,47,11
2021-02-15,46,16
2021-02-16,65,16
2021-02-17,56,16
2021-02-18,56,15
2021-02-19,62,17
2021-02-20,48,16
2021-02-21,42,12
2021-02-22,50,18
2021-02-23,54,15
2021-02-24,55,18
2021-02-25,70,28
2021-02-26,64,20
2021-02-27,44,14
2021-02-28,35,13
2021-03-01,46,22
2021-03-02,45,18
2021-03-03,45,18
